fileName	randomFlag	blindingFlag	sampleFlag
1773621711\Tao-2014-Nitrosative stress i	FALSE	FALSE	FALSE
1783207689\Yuan-2014-Anti-inflammatory ef	TRUE	FALSE	FALSE
1783649358\Schmedt Auf der Gunne-2015-Omapatrilat_ penetra	TRUE	TRUE	FALSE
1804247739\Merali-2014-Neuroproteome change	TRUE	FALSE	FALSE
1805325161\Wu-2015-Combination of early	TRUE	FALSE	FALSE
1806522233\Liu-2014-Genetic deletion of	TRUE	TRUE	FALSE
1820979059\Ding-2016-Cell Treatment for S	TRUE	TRUE	FALSE
1828372585\Zhang-2008-Effects of ATP sensi	TRUE	FALSE	FALSE
1829258638\Chi-2015-Effects of dexmedeto	TRUE	FALSE	FALSE
1830044775\Yu-2015-Time-Dependent Prote	FALSE	TRUE	FALSE
1831307166\Reed-2014-Microvascular thromb	TRUE	TRUE	FALSE
1835802020\Choi-2015-Changes in the BDNF-	FALSE	FALSE	FALSE
1851061925\Wei-2015-Hydrogen sulfide ind	TRUE	TRUE	FALSE
1854420360\Huang-2014-Human neural stem ce	TRUE	TRUE	FALSE
1861851356\Jin-2014-Improvement of funct	TRUE	TRUE	FALSE
1863106041\Pignataro-2015-Neuroprotective Effe	TRUE	TRUE	FALSE
1875456793\Yao-2015-Transdifferentiation	FALSE	TRUE	FALSE
1881637582\Xiong-2015-IL-4 Is Required for	TRUE	TRUE	FALSE
1882267966\Yan-2015-Neurorestorative The	TRUE	TRUE	FALSE
1885896016\Gutierrez-Fernandez-2013-Effects of intraveno	TRUE	TRUE	FALSE
1890268646\Pramila-2015-L-NAME combats excit	FALSE	FALSE	FALSE
1890909918\Katayama-2014-Neuroprotective effe	TRUE	TRUE	FALSE
1893867540\Gob-2015-Blocking of plasma k	TRUE	TRUE	FALSE
1894869395\Schuhmann-2015-CD28 superagonist-me	FALSE	FALSE	FALSE
1895630865\Burrows-2016-Systemic inflammatio	TRUE	TRUE	FALSE
1898090845\Eikermann-Haerter-2015-Migraine prophylaxis	TRUE	TRUE	FALSE
1901879702\Chang-2014-Interplay between br	TRUE	TRUE	FALSE
1903898761\Silachev-2015-Neuroprotective Effe	TRUE	FALSE	FALSE
1904823456\Jiang-2015-Trace Amounts of Cop	FALSE	FALSE	FALSE
1907454740\Liang-2015-Pre-existing interle	TRUE	TRUE	FALSE
1910404515\Kwon-2015-Nafamostat mesilate	FALSE	FALSE	FALSE
1917412203\Nakajima-2015-Nuclear-translocated	FALSE	TRUE	FALSE
1917502589\Gu-2014-Anti-inflammatory an	TRUE	FALSE	FALSE
1921764832\Liu-2014-Remote ischemic post	TRUE	TRUE	FALSE
1922326747\Fang-2015-Scutellarin regulate	TRUE	FALSE	FALSE
1923291301\Lian-2015-Identification of Si	FALSE	FALSE	FALSE
1929878146\Sung-2014-Ferulic acid attenua	TRUE	FALSE	FALSE
1952667857\Yao-2014-Excess salt increase	TRUE	FALSE	TRUE
1953211505\Zhou-2014-Ginsenoside Rg1 prov	TRUE	TRUE	FALSE
1954840154\Lan-2014-Effect of treadmill	TRUE	TRUE	FALSE
1956380663\Brea-2014-Regulatory T cells m	TRUE	TRUE	FALSE
1983847517\Ma-2013-Exercise therapy aug	TRUE	TRUE	FALSE
1985277173\Zhai-2013-Lactulose ameliorate	TRUE	TRUE	FALSE
1985608003\Joseph-2014-The angiotensin type	TRUE	TRUE	FALSE
1987273734\Bodhankar-2014-Treatment of experim	TRUE	TRUE	FALSE
2000114533\Womble-2014-Monocytes are essent	TRUE	FALSE	FALSE
2001936076\Carone-2015-Pravastatin acute ne	TRUE	TRUE	FALSE
2002715800\Badawi-2015-Ischemic tolerance i	FALSE	FALSE	FALSE
2009674753\Fang-2015-Autophagy protects h	TRUE	FALSE	FALSE
2021367212\Chen-2015-Protective effect of	TRUE	FALSE	FALSE
2024995295\Hu-2014-The major cholestero	TRUE	FALSE	FALSE
2030064031\Li-2015-Targeting thioredoxi	FALSE	TRUE	FALSE
2037284816\Dong-2015-Reduction of zinc ac	TRUE	FALSE	FALSE
2041238067\Cao-2015-The natural therapeu	TRUE	TRUE	FALSE
2043881848\Zeynalov-2015-Arginine-Vasopressin	TRUE	TRUE	FALSE
2046302327\Li-2015-Chinese herbal medic	TRUE	TRUE	FALSE
2053900822\Varendi-2014-Short-term preoperat	TRUE	TRUE	FALSE
2055513355\Cantarella-2014-Ischemic tolerance m	TRUE	TRUE	FALSE
2055687795\Alsharafi-2015-Effect of Khat on ap	TRUE	TRUE	FALSE
2056455430\Guo-2013-Dose-dependent prote	TRUE	TRUE	FALSE
2058504534\Liu-2016-Stroke Damage Is Exa	TRUE	TRUE	FALSE
2058802371\Pang-2015-The effect of trans-	TRUE	TRUE	FALSE
2063251800\Wang-2015-Damage effect of int	FALSE	TRUE	FALSE
2065546432\Boutin-2015-18F-GE-180_ a novel	FALSE	FALSE	FALSE
2078645505\Kong-2014-Inhibition of chemok	FALSE	TRUE	FALSE
2082044922\Nakano-2015-Delayed treatment wi	FALSE	FALSE	FALSE
2084387011\Sato-Maeda-2016-Transient middle cer	TRUE	FALSE	FALSE
2084953139\Wu-2014-Astragalosides atten	TRUE	FALSE	FALSE
2087737397\Zhang-2015-Neuroprotective Effe	TRUE	FALSE	FALSE
2088816675\Zhao-2014-Pretreatment by evod	TRUE	TRUE	FALSE
2088942363\Jin-2014-Biodegradable gelati	TRUE	TRUE	FALSE
2095444748\Li-2015-Ebselen reduces auto	TRUE	TRUE	FALSE
2100732884\Kim-2014-Probucol plus cilost	FALSE	TRUE	FALSE
2101831631\Zhao-2014-Activation of T-LAK-	TRUE	TRUE	FALSE
2102815450\Maysami-2015-Prolonged diet-induc	TRUE	TRUE	FALSE
2102823157\Yang-2014-Mesencephalic astroc	TRUE	FALSE	FALSE
2118939179\Yao-2014-Chrysin protects aga	TRUE	FALSE	FALSE
2120526504\Xu-2014-Perillaldehyde atten	TRUE	TRUE	FALSE
2121111646\Andreou-2015-Protective effects o	TRUE	TRUE	FALSE
2121216729\Leira-2015-Effect of helicopter	TRUE	TRUE	TRUE
2127528559\Li-2015-A Novel Ligustrazine	TRUE	FALSE	FALSE
2131423934\Gladbach-2014-ERK inhibition with	FALSE	FALSE	FALSE
2141634571\Kono-2014-Rivaroxaban and apix	TRUE	TRUE	FALSE
2142203897\Xiong-2014-Observation of post-	TRUE	FALSE	FALSE
2142903092\Deguchi-2014-Long-term ameliorati	TRUE	FALSE	FALSE
2145159115\Chi-2014-Downregulation of mi	TRUE	TRUE	FALSE
2151908715\Kono-2015-Neurovascular protec	TRUE	TRUE	FALSE
2167741830\Pieroh-2014-Temporal dynamics of	TRUE	FALSE	FALSE
2179958934\Guan-2014-Bone morphogenic pro	FALSE	FALSE	FALSE
2182651793\Zhang-2015-Protection of the br	TRUE	FALSE	FALSE
2183371954\Dong-2014-Small-animal PET dem	TRUE	TRUE	FALSE
2187329995\Lee-2015-A neuroprotective ro	TRUE	TRUE	FALSE
2188874467\Desgeorges-2015-Molecular mechanisms	TRUE	TRUE	FALSE
2190523054\Liu-2013-Green tea polyphenol	TRUE	TRUE	FALSE
2191474099\Wang-2015-Vitexin protects bra	TRUE	FALSE	FALSE
2196970605\Yaidikar-2015-Arjunolic acid, a pe	TRUE	TRUE	FALSE
2197386551\Zhao-2015-Erythropoietin deliv	TRUE	FALSE	FALSE
2206979610\Lee-2015-Neuroprotective effe	FALSE	FALSE	FALSE
2212872452\Bierbower-2015-Augmentation of M-ty	TRUE	TRUE	FALSE
2213721222\Abeysinghe-2015-Pre-differentiation	TRUE	TRUE	FALSE
2213945880\Yu-2015-Protective HSP70 Ind	FALSE	TRUE	FALSE
2215820699\McEntire-2016-Impaired Arm Functio	TRUE	TRUE	FALSE
2226931758\Yao-2015-Focal Ischemic Injur	FALSE	FALSE	TRUE
2229136052\Yang-2014-Mutant hypoxia-induc	TRUE	FALSE	FALSE
2232930961\Miyanohara-2015-A pathophysiological	FALSE	FALSE	FALSE
2233784380\Jolivel-2015-Perivascular microgl	TRUE	TRUE	FALSE
2234438726\Han-2014-Alpha-7 nicotinic ac	TRUE	TRUE	FALSE
2240308215\Jang-2014-Hydrogen sulfide tre	FALSE	TRUE	FALSE
2242314529\Yang-2015-Hypoxia induces micr	TRUE	FALSE	FALSE
2247263362\Soliman-2015-Sequential Therapy w	TRUE	TRUE	FALSE
2249248537\Sugiyama-2014-A novel animal model	TRUE	FALSE	FALSE
2254947268\Zhang-2013-Early exercise prote	TRUE	FALSE	FALSE
2265528656\Spratt-2014-Allopregnanolone and	TRUE	TRUE	TRUE
2267752948\Liang-2016-The Protective Effec	TRUE	FALSE	FALSE
2269278623\Zhang-2015-Dietary supplementat	TRUE	TRUE	FALSE
2274993483\Yuan-2013-Human induced plurip	TRUE	TRUE	FALSE
2275644490\Jeong-2014-Mesenchymal stem cel	TRUE	TRUE	FALSE
2284171408\Ji-2015-Therapeutic effect o	TRUE	TRUE	FALSE
2288456926\Gong-2014-Lrg participates in	TRUE	FALSE	FALSE
2290484065\Han-2014-Activation of alpha-	TRUE	TRUE	FALSE
2300953257\Connell-2015-ELR-CXC chemokine an	FALSE	TRUE	FALSE
2322202475\Suh-2015-Reduced microvascula	TRUE	FALSE	FALSE
2324115623\Chen-2015-Calreticulin Binds t	TRUE	TRUE	FALSE
2347703903\Bhattacharya-2014-Alleviation of gluta	TRUE	FALSE	FALSE
2348584186\Han-2015-Activation of PPARga	TRUE	FALSE	FALSE
2350241088\Mracsko-2014-Differential effects	FALSE	FALSE	FALSE
2353541350\Cui-2015-Deficiency of brain	FALSE	TRUE	FALSE
2354850744\Huang-2015-The neuroprotective	TRUE	TRUE	FALSE
2357381532\Shi-2014-Propofol reduces inf	TRUE	FALSE	FALSE
2358715825\Zhu-2015-Chronic Metformin Pr	TRUE	TRUE	FALSE
2358881872\Pfeiffer-2014-Analysis of BH3-only	TRUE	TRUE	FALSE
2366918603\Gaire-2015-Neuroprotective effe	TRUE	TRUE	FALSE
2368542402\Raghavan-2015-Withania somnifera I	FALSE	FALSE	TRUE
2370038872\Meng-2015-Inhibition of interl	TRUE	TRUE	FALSE
2373736220\Prosvirnina-2014-Neuroprotective effe	FALSE	FALSE	FALSE
2374269508\Caballero-Garrido-2015-In Vivo Inhibition o	TRUE	TRUE	FALSE
2380113601\Mittal-2015-So you think you can	TRUE	TRUE	FALSE
2387579994\Li-2014-Evaluation of the pr	FALSE	FALSE	FALSE
2389045794\Ishrat-2015-Thioredoxin-interact	FALSE	TRUE	FALSE
2391014527\Xian-2016-The pro-resolving li	FALSE	TRUE	FALSE
2394763027\Poittevin-2015-Diabetic microangiop	FALSE	TRUE	FALSE
2398486178\Zhao-2015-Following OGD_R, ann	TRUE	TRUE	FALSE
2403876680\Kim-2014-Electroacupuncture p	TRUE	FALSE	FALSE
2405114939\Zhang-2014-Hypoxia-inducible fa	TRUE	TRUE	FALSE
2406916297\Tu-2014-Curcumin inhibits TL	FALSE	FALSE	FALSE
2414710525\Lan-2015-Discovery of 3-n-but	TRUE	TRUE	FALSE
2416439656\Wong-2015-Attenuation of Cereb	FALSE	TRUE	FALSE
2419021376\Bodhankar-2015-Regulatory CD8(+)CD1	TRUE	TRUE	FALSE
2420583617\Juan-2014-Melatonin improves n	TRUE	TRUE	FALSE
2447346814\Wang-2014-Anti-inflammatory ef	TRUE	TRUE	FALSE
2453757049\Wu-2014-Keep warm and get su	TRUE	TRUE	FALSE
2453823302\Kim-2015-Effect of Long-Term	TRUE	TRUE	FALSE
2454605288\Gutierrez-Fernandez-2015-Different protective	TRUE	TRUE	FALSE
2454955806\Li-2015-Neuroprotective effe	TRUE	TRUE	FALSE
2457097076\Wu-2014-Microglial voltage-g	FALSE	FALSE	FALSE
2463780406\Sun-2014-Promoting neurogenes	FALSE	FALSE	FALSE
2465344503\Tajiri-2014-Behavioral and histo	TRUE	TRUE	FALSE
2472427820\Moldthan-2014-Alpha 1-antitrypsin	TRUE	TRUE	FALSE
2495921999\Darsalia-2014-Linagliptin enhances	TRUE	TRUE	FALSE
2500280853\Lee-2014-Extract of Antrodia	TRUE	TRUE	FALSE
2502837303\Abe-2014-Cellular origin and	TRUE	FALSE	FALSE
2507921126\Zendedel-2015-Omega-3 polyunsatura	TRUE	TRUE	FALSE
2511312460\Hirayama-2015-Astrocyte-mediated i	TRUE	TRUE	FALSE
2518901704\Chu-2015-Evidence That Ly6C(h	TRUE	TRUE	FALSE
2528953377\Zan-2014-Src regulates angiog	TRUE	TRUE	FALSE
2530314812\Moraga-2015-Aging increases micr	TRUE	TRUE	FALSE
2545550036\Hua-2015-TAK-242, an antagoni	TRUE	TRUE	FALSE
2549818208\Tang-2015-Pertussis toxin redu	TRUE	TRUE	TRUE
2550954752\Jiang-2014-Autophagic effect of	TRUE	TRUE	FALSE
2553497085\Wang-2015-Picroside II Inhibit	TRUE	FALSE	FALSE
2556206290\Luo-2015-Interleukin-33 ameli	FALSE	FALSE	FALSE
2556224822\Chen-2015-Inhibition of immuno	TRUE	TRUE	FALSE
2558627736\Chi-2014-Neuroprotective mech	TRUE	TRUE	TRUE
2560608716\Xu-2015-Post-stroke treatmen	TRUE	TRUE	FALSE
2560680662\Li-2015-TLR3 ligand Poly IC	TRUE	TRUE	FALSE
2560922058\Dietel-2014-Different treatment	TRUE	TRUE	FALSE
2563148270\Filichia-2015-Forebrain neuronal s	TRUE	TRUE	FALSE
2563754443\Jin-2015-MCP-induced protein	FALSE	FALSE	FALSE
2573792934\Zhu-2014-Simvastatin pretreat	TRUE	FALSE	FALSE
2576268044\Ritzel-2015-Functional differenc	FALSE	TRUE	FALSE
2584647152\Ruan-2015-A novel caffeoyl tri	TRUE	TRUE	FALSE
2600728229\Lin-2014-Fatty acid methyl es	FALSE	TRUE	FALSE
2619862323\Liu-2014-Plasminogen deficien	TRUE	TRUE	FALSE
2626386470\Meng-2015-Rac1 contributes to	FALSE	TRUE	FALSE
2628157533\Kao-2014-Dynamic perfusion an	FALSE	TRUE	FALSE
2643922801\Arnberg-2015-Imaging of a clinica	TRUE	FALSE	FALSE
2673094761\Krupka-2016-The Coagulation Fact	TRUE	TRUE	FALSE
2679592154\Chen-2015-Glycine bidirectiona	FALSE	TRUE	FALSE
2691205224\Pan-2015-Malibatol A regulate	TRUE	TRUE	TRUE
2694195934\Sawano-2015-Effect of Sema4D on	FALSE	FALSE	FALSE
2696523031\Chen-2015-Intranasal Delivery	TRUE	TRUE	FALSE
2697723552\Gesuete-2016-Cytosolic Receptor M	TRUE	TRUE	FALSE
2699618823\Braun-2016-Transcranial direct	TRUE	TRUE	FALSE
2721568860\Wu-2014-Targeted delivery of	TRUE	TRUE	FALSE
2731677535\Zhang-2014-Exercise pretreatmen	TRUE	FALSE	FALSE
2732515539\Forghani-2015-Myeloperoxidase prop	TRUE	TRUE	TRUE
2734072960\Mao-2015-Skin-derived precurs	FALSE	TRUE	FALSE
2743780354\Wang-2014-Down-regulation of m	FALSE	FALSE	FALSE
2759873957\Fukuta-2015-Treatment of stroke	FALSE	TRUE	FALSE
2773270009\Tukhovskaya-2014-Anti-inflammatory cy	FALSE	TRUE	FALSE
2776065297\Xiong-2016-Icariin attenuates c	TRUE	TRUE	FALSE
2777366468\Jiang-2014-Intracarotid transpl	TRUE	TRUE	FALSE
2779877320\Lu-2015-Electro-acupuncture	TRUE	FALSE	FALSE
2790043435\Zong-2015-Limb remote ischemic	TRUE	TRUE	FALSE
2797323842\Llovera-2015-Results of a preclin	TRUE	TRUE	TRUE
2798453929\Morris-2014-A dose-response stud	TRUE	TRUE	FALSE
2803661257\Wang-2014-An-Gong-Niu-Huang Wa	TRUE	FALSE	FALSE
2805125170\Wang-2014-Pre-ischemic treadmi	TRUE	FALSE	FALSE
2808997331\Gubern-2014-Characterization of	TRUE	TRUE	FALSE
2809508547\Wang-2014-Limb ischemic precon	TRUE	TRUE	FALSE
2810967092\Chen-2015-Terazosin activates	FALSE	FALSE	FALSE
2817384113\Dong-2015-Dietary intake of su	TRUE	TRUE	FALSE
2819441594\Koh-2014-Estradiol ameliorate	TRUE	FALSE	FALSE
2826576719\Bai-2015-Bone Marrow Endothel	TRUE	TRUE	FALSE
2826893886\Yang-2015-Poor outcome of expe	TRUE	TRUE	FALSE
2831372984\Liang-2014-Formononetin mediate	TRUE	FALSE	FALSE
2848469347\Huang-2014-In vivo two-photon f	TRUE	FALSE	FALSE
2868425847\Verhenne-2015-Platelet-derived VWF	TRUE	TRUE	FALSE
2877664988\Liu-2014-Metformin promotes f	TRUE	TRUE	FALSE
2878675906\Yousuf-2014-Progesterone in tran	TRUE	TRUE	FALSE
2882910707\Lin-2015-Expression of interl	TRUE	FALSE	FALSE
2885205824\Doran-2015-Ultrasonic vocalizat	TRUE	TRUE	FALSE
2885216619\Martinez-Sanchez-2014-Biochemical and infl	TRUE	TRUE	FALSE
2893130688\Fitzgerald-2015-Dodecafluoropentane	FALSE	TRUE	FALSE
2895664049\Doeppner-2015-Extracellular Vesicl	TRUE	TRUE	FALSE
2897319034\Wang-2014-Timing and dose regi	FALSE	TRUE	FALSE
2903542878\Schwarzkopf-2015-Reduced severity of	FALSE	FALSE	FALSE
2904986558\Vercelli-2015-Exploring the role o	FALSE	TRUE	FALSE
2908363884\Alfieri-2013-Sulforaphane precond	FALSE	TRUE	FALSE
2909229706\Xing-2014-Cerebrolysin reduces	TRUE	TRUE	FALSE
2910318046\Kim-2015-Studies on the anima	FALSE	TRUE	FALSE
2922984450\Khan-2015-Blocking a vicious c	TRUE	TRUE	FALSE
2925600509\Zheng-2014-Angiotensin converti	FALSE	TRUE	FALSE
2927469416\Yang-2015-Autophagy upregulati	TRUE	TRUE	FALSE
2929728901\Jiang-2015-Ischemic preconditio	TRUE	TRUE	FALSE
2932609848\Bennion-2015-Activation of the Ne	FALSE	FALSE	FALSE
2936745325\Ma-2015-A novel embolic midd	TRUE	TRUE	FALSE
2939601780\Hu-2015-Anti-inflammatory ef	TRUE	TRUE	FALSE
2942863200\Xu-2015-Overactivation of NR	FALSE	FALSE	FALSE
2944516294\Di-2015-Methylene Blue Reduc	TRUE	FALSE	FALSE
2954602224\Sohet-2015-LSR_angulin-1 is a t	FALSE	FALSE	FALSE
2955189583\Kang-2013-Endogenous CNTF medi	TRUE	TRUE	FALSE
2955816456\Chi-2015-Local O2 Balance in	TRUE	TRUE	FALSE
2956438806\Chao-2014-Activation of peroxi	TRUE	TRUE	FALSE
2959201304\Turner-2014-NK1 tachykinin recep	TRUE	FALSE	FALSE
2967424176\Pena-Philippides-2014-Effect of pulsed ele	TRUE	TRUE	FALSE
2970524538\Cruz-2015-Copolymer-1 promotes	TRUE	TRUE	FALSE
2971944054\Kunze-2015-Dimethyl fumarate at	TRUE	TRUE	FALSE
2972674716\Shimamura-2014-Long-term expression	FALSE	FALSE	FALSE
2972973847\Losey-2015-The role of PPAR act	TRUE	TRUE	FALSE
2978967560\Han-2015-Ischemic Postconditi	TRUE	TRUE	FALSE
2983659444\Alawieh-2015-Modulation of post-s	TRUE	TRUE	FALSE
2989074815\Honsa-2014-Increased expression	TRUE	TRUE	FALSE
2993863233\Mao-2015-Neuroprotective effe	TRUE	TRUE	FALSE
2995025798\Ji-2015-Propofol post-condit	TRUE	FALSE	FALSE
3002186680\Su-2014-Acid-sensing ion cha	FALSE	FALSE	FALSE
3006535658\Cheng-2015-Electroacupuncture a	TRUE	FALSE	FALSE
3008080348\Cheng-2015-Human umbilical cord	FALSE	FALSE	FALSE
3009478569\Ding-2015-Persistent cerebrova	FALSE	TRUE	FALSE
3011140479\Roy Choudhury-2014-Involvement of p38 M	TRUE	TRUE	FALSE
3016742940\Cherpokova-2015-SLAP_SLAP2 prevent e	FALSE	FALSE	FALSE
3017259756\Benedek-2014-A novel HLA-DRalpha1	TRUE	FALSE	FALSE
3019597821\Leonardo-2015-Efficacy of prophyla	TRUE	TRUE	TRUE
3038571967\Sato-2014-Telmisartan ameliora	FALSE	FALSE	FALSE
3040766245\Gong-2014-Protective effect of	TRUE	TRUE	FALSE
3044005887\Zhao-2015-Intranasal administr	TRUE	TRUE	FALSE
3046604988\Zhang-2014-Accumulation of natu	FALSE	TRUE	FALSE
3047501741\Bai-2015-Pre-treatment with L	TRUE	TRUE	FALSE
3055518615\Garcia-Bonilla-2014-Inducible nitric oxi	FALSE	FALSE	FALSE
3058574831\Wells-2015-Elevated Intracrania	TRUE	TRUE	FALSE
3059430699\Wang-2015-Combination of HBO a	FALSE	TRUE	FALSE
3063755778\Tan-2014-Protective effect of	TRUE	FALSE	FALSE
3066679829\Ljubisavljevic-2015-The Effects of Diffe	TRUE	TRUE	FALSE
3071622297\Chelluboina-2015-Matrix Metalloprotei	TRUE	FALSE	FALSE
3078225397\Sun-2014-Neuroprotective effe	TRUE	TRUE	FALSE
3079853406\Dotson-2015-Splenectomy reduces	FALSE	FALSE	FALSE
3080585940\Gob-2015-The two-pore domain	TRUE	TRUE	FALSE
3083468402\Qu-2015-The protective effec	TRUE	TRUE	FALSE
3083595059\Wang-2015-Spatio-temporal asse	TRUE	TRUE	FALSE
3091758355\Wu-2015-Procyanidin B2 atten	TRUE	TRUE	FALSE
3094882352\Zhang-2014-8-O-acetyl shanzhisi	TRUE	TRUE	FALSE
3096199873\Liu-2015-MicroRNA-424 protect	TRUE	FALSE	FALSE
3100444254\Xiao-2015-Protective role of i	TRUE	TRUE	FALSE
3105025127\Arrick-2014-Vigorous exercise tr	TRUE	FALSE	FALSE
3105112987\Balsara-2015-Conantokin-G attenua	TRUE	TRUE	FALSE
3107388011\Choi-2015-Alpha-lipoic acid tr	FALSE	TRUE	FALSE
3108540501\Tsuji-2014-Effects of intraveno	TRUE	TRUE	FALSE
3110293326\Feng-2015-Protective effects o	TRUE	TRUE	FALSE
3124646771\Lin-2015-Neurogenesis is enha	FALSE	FALSE	FALSE
3126049642\Seifert-2014-Pro-inflammatory int	TRUE	TRUE	FALSE
3126722163\Zhou-2015-Orally administrated	TRUE	TRUE	FALSE
3130242635\Liao-2014-Delayed treatment wi	TRUE	TRUE	FALSE
3130604650\Kurata-2015-Long-term effect of	TRUE	TRUE	FALSE
3136190983\Peng-2015-Gastrodin alleviates	TRUE	TRUE	FALSE
3136286190\Liu-2015-Ginsenoside Rd promo	TRUE	TRUE	FALSE
3146957419\Chaparro-2015-Sustained functional	TRUE	TRUE	FALSE
3148717767\Zhao-2015-Protective effect of	TRUE	TRUE	FALSE
3149821441\Romer-2015-Blocking stroke-indu	TRUE	TRUE	FALSE
3154043466\Guo-2014-Danhong injection at	TRUE	FALSE	FALSE
3156091243\Fukuda-2015-Intra-arterial trans	TRUE	TRUE	FALSE
3157441417\Wu-2014-Tramiprosate protect	TRUE	TRUE	FALSE
3160843175\Zhang-2014-Effects of tissue pl	TRUE	FALSE	FALSE
3164667257\Zhang-2016-Altered long non-cod	TRUE	FALSE	FALSE
3167367023\Dock-2015-DNA Methylation Inhi	TRUE	FALSE	FALSE
3173355541\Chen-2014-HIF prolyl hydroxyla	TRUE	TRUE	FALSE
3174950325\Wang-2014-Gypenosides pre-trea	TRUE	TRUE	FALSE
3176606460\Cai-2015-Hypoxia-controlled m	TRUE	TRUE	FALSE
3183097395\Jiang-2014-Angiotensin-(1-7) in	TRUE	TRUE	FALSE
3188679859\Yang-2015-Malibatol A protects	TRUE	TRUE	FALSE
3190360659\Esmaeeli-Nadimi-2015-Opening the window_	TRUE	TRUE	FALSE
3206534760\Gui-2015-Effects of MK-801 co	TRUE	TRUE	FALSE
3210423350\Zhang-2012-Neuroprotective effe	TRUE	FALSE	FALSE
3218530235\Ip-2015-Anemoside A3 Enhance	FALSE	TRUE	FALSE
3222063672\Sen-2015-Effects of Tannic Ac	TRUE	FALSE	FALSE
3232833573\Ramagiri-2016-Neuroprotective effe	TRUE	FALSE	FALSE
3240687581\Wang-2014-Downregulated RASD1	TRUE	FALSE	FALSE
3241933076\de Oliveira-2014-Histopathology of mo	FALSE	TRUE	FALSE
3242616344\Barakat-2014-Candesartan and glyc	TRUE	FALSE	FALSE
3248770911\Wang-2015-Design, synthesis an	TRUE	FALSE	FALSE
3253643584\Kong-2014-Neutralization of ch	TRUE	TRUE	FALSE
3254720412\Kawabori-2015-Triggering receptor	TRUE	TRUE	FALSE
3262162595\Zhao-2015-Cinnamaldehyde inhib	TRUE	FALSE	FALSE
3263494857\Juenemann-2015-Aquaporin-4 autoanti	TRUE	TRUE	FALSE
3269368606\Tao-2014-Neuroprotective effe	TRUE	TRUE	FALSE
3272286025\Bushi-2015-Increased thrombin a	FALSE	FALSE	FALSE
3276239667\Lin-2016-Molecular Mechanisms	TRUE	FALSE	FALSE
3281340291\Zheng-2015-Sphingosine kinase 1	TRUE	TRUE	FALSE
3282071746\Chi-2014-Impact of microRNA-1	TRUE	TRUE	FALSE
3289029656\Wang-2016-Neuroprotective Effe	TRUE	TRUE	FALSE
3289906568\Tang-2014-Transient ischemia e	FALSE	FALSE	FALSE
3289955600\Zhao-2015-Synthetic Oligodeoxy	TRUE	TRUE	FALSE
3291710421\Chen-2014-A forced running whe	TRUE	TRUE	FALSE
3295897567\Zou-2015-Electroacupuncture p	TRUE	FALSE	FALSE
3299793066\Wei-2015-Resveratrol attenuat	TRUE	TRUE	FALSE
3310374548\Zhang-2014-PSD-93 deletion inhi	FALSE	TRUE	FALSE
3312869752\Luo-2015-Poloxamer 188 Attenu	FALSE	FALSE	FALSE
3317075709\Qi-2012-AKT_GSK3beta-depende	FALSE	TRUE	FALSE
3351164194\Liu-2015-MiR-335 Regulates Hi	TRUE	FALSE	FALSE
3361149160\Liu-2014-Buyang Huanwu Decoct	TRUE	TRUE	FALSE
3361541549\Lausada-2015-Dietary fats signifi	TRUE	TRUE	FALSE
3372681483\Berthet-2014-Non-invasive diagnos	FALSE	TRUE	FALSE
3388662767\Eriksen-2014-Comparison of quanti	TRUE	TRUE	FALSE
3388681035\Melani-2015-Time-course of prote	FALSE	TRUE	FALSE
3389301310\Ahmad-2014-Sesamin attenuates n	TRUE	TRUE	FALSE
3390151655\Beker-2015-Effects of normobari	TRUE	FALSE	FALSE
3392227077\Khudoerkov-2014-Effects of activated	FALSE	FALSE	FALSE
3392486788\Xin-2015-Neuroprotective effe	TRUE	TRUE	FALSE
3393839425\Li-2015-The role of p38MAPK	TRUE	TRUE	FALSE
3401723527\Zhang-2014-Autophagy suppressio	TRUE	TRUE	FALSE
3405739568\Shen-2015-Inhibition of G prot	TRUE	TRUE	FALSE
3406681284\Yang-2015-Vasoactive intestina	FALSE	TRUE	FALSE
3409892547\Ichijo-2015-Sphingosine-1-Phosph	TRUE	TRUE	FALSE
3417648571\Liang-2014-Protection of ischem	TRUE	TRUE	FALSE
3417955114\Yang-2015-Attenuation of acute	TRUE	TRUE	FALSE
3422817008\Wolf-2016-Partially Defective	FALSE	FALSE	FALSE
3428200585\Liu-2016-Intravenous PEP-1-GD	TRUE	FALSE	FALSE
3431063873\Tang-2015-Interleukin-6 mediat	TRUE	TRUE	FALSE
3433017005\Sung-2016-Identification of pr	TRUE	FALSE	FALSE
3439125519\Yang-2015-Cystatin C is an Ind	FALSE	TRUE	FALSE
3449694177\Lu-2014-Hyperbaric oxygen en	TRUE	FALSE	FALSE
3450031420\Coucha-2015-SOD1 overexpression	FALSE	TRUE	FALSE
3453421555\Hu-2015-Senkyunolide I prote	TRUE	TRUE	FALSE
3457997313\Tabassum-2015-Perillyl alcohol imp	TRUE	TRUE	FALSE
3459681999\Wang-2015-Biochanin A protects	TRUE	TRUE	FALSE
3463993241\Ventura-2015-Maternal hypertensio	TRUE	FALSE	FALSE
3479005649\Nishioka-2016-Treadmill exercise a	TRUE	FALSE	FALSE
3479307292\Liu-2016-Interleukin-4 Is Ess	TRUE	TRUE	FALSE
