Study Id,Title,Abstract,Year,Reference Type,Journal,First Author,Author Address,Inclusion Status,ScreeningInfo.Inclusion
862719bd-22e4-4fad-92da-98d1ccb80e36,Characteristics of cerebral ischemia in major rat stroke models of middle cerebral artery ligation through craniectomy,"BACKGROUND: The refinement of experimental stroke models is important for further development of neuroprotective interventions. AIMS AND/OR HYPOTHESIS: Our goal was to study the reproducibility of outcomes obtained in five rat models of middle cerebral artery (MCA) ligation in order to identify the optimal model for the preclinical studies. METHODS: In Part 1 of the experiments, systolic blood flow velocity (sBFV) and cerebral area at risk (AR) were determined immediately after the onset of brain ischemia induced in different ways in Wistar rats. After that, another set of experiments was performed (Part 2 of the experiments), now aimed at the assessment of the delayed outcome of five different models of cerebral ischemia designated as Versions 1-5. The versions were: Version 1 - 40-minute left MCA (LMCA) occlusion with reperfusion; Version 2 - permanent LMCA ligation; Version 3 - permanent ligation of both LMCA and left common carotid artery (CCA); Version 4 - permanent LMCA and bilateral CCA (bCCA) ligation; Version 5 - permanent LMCA ligation and 40-minute bCCA occlusion. The infarct size (IS) was quantified using triphenyltetrazolium chloride staining. The severity of neurological deficit was assessed by the Garcia score. The extent of brain edema was determined by calculating the difference in volumes of affected and contralateral hemispheres. RESULTS: Within a relatively big AR, Versions 1 and 2 resulted in a small IS [0.2 (0.0; 0.4)% and 0.3 (0.0; 0.7)%, respectively, P > 0.05]. Unlike that and comparable with AR, Version 3 resulted in a greater, albeit more variable IS [5.9 (2.1; 8.3)%, P < 0.0001 vs. Version 2]. Also comparable with AR, Versions 4 and 5 produced greatest values of IS [14.5 (11.4; 17.9)% and 11.3 (10.1; 14.2)%, respectively]; this parameter was most reproducible in Version 5. A significant decrease in neurological deficit score was found in Versions 4 and 5. Again, the reproducibility of the data on neurological outcome was higher in Version 5 versus Version 4. CONCLUSIONS: Comparative analysis of several Versions of focal cerebral ischemia within a single study might be helpful in better understanding of the mechanisms underlying the development and aftermath of stroke. Permanent LMCA ligation plus transient bilateral CCA occlusion produced most consistent results and might be recommended for preclinical studies.",2014,Journal Article,Int J Stroke,A. Shmonin,"Institute of Experimental Medicine, V.A. Almazov Federal Heart, Blood and Endocrinology Center, St-Petersburg, Russian Federation; Department of Neurology, I.P. Pavlov Federal Medical University, St-Petersburg, Russian Federation.",Excluded,0
8658bc44-a24d-4b5f-b5be-e1ccdb18d2cb,"Hypertension, brain damage and cognitive decline","Loss of cognitive function is one the most devastating manifestations of ageing and vascular disease. Cognitive decline is rapidly becoming an important cause of disability worldwide and contributes significantly to increased mortality. There is growing evidence that hypertension is the most important modifiable vascular risk factor for development and progression of both cognitive decline and dementia. High blood pressure contributes to cerebral small and large vessel disease resulting in brain damage and dementia. A decline in cerebrovascular reserve capacity and emerging degenerative vascular wall changes underlie complete and incomplete brain infarcts, haemorrhages and white matter hyperintensities. This review discusses the complexity of factors linking hypertension to brain functional and structural changes, and to cognitive decline and dementia. The evidence for possible clinical markers useful for prevention of decreased cognitive ability, as well as recent data on vascular mechanism in the pathogenesis of cognitive decline, and the role of antihypertensive therapies in long-term prevention of late-life cognitive decline will be reviewed.",2013,Journal Article,Curr Hypertens Rep,D. Gasecki,"Department of Neurology of Adults, Medical University of Gdansk, Gdansk, Poland.",Excluded,0
867c21c8-7a3e-490f-86f9-a9ca27385997,Periprocedural antithrombotic strategies in acute ischemic stroke interventional therapy,"In patients undergoing endovascular therapy for acute ischemic stroke, antithrombotic therapies are utilized to prevent distal embolization, arterial reocclusion, or catheter-related embolism. However, this must be weighed against the risk of hemorrhagic complications secondary to existing and ongoing ischemia or silent vessel perforation. In this article, we present an overview of the available literature evaluating antithrombotic therapy in patients undergoing endovascular therapy for acute ischemic stroke and discuss the emerging role of these agents.",2012,Journal Article,Neurology,F. Nahab,"Emory University, Atlanta, GA, USA. fnahab@emory.edu",Excluded,0
8764b884-f11b-4070-89b2-b0202b8afd60,"7,8-dihydroxyflavone, a small-molecule tropomyosin-related kinase B (TrkB) agonist, attenuates cerebral ischemia and reperfusion injury in rats","7,8-dihydroxyflavone (7,8-DHF) is a recently identified potent agonist of tropomyosin-related kinase B that can cross the blood-brain barrier after oral or intraperitoneal administration. The aim of the present study was to determine whether 7,8-DHF has neuroprotective effects against cerebral ischemia and reperfusion (I/R) injury and, if so, to investigate the possible underlying mechanisms. Cerebral I/R injury rats were induced by middle cerebral artery occlusion for 90 min followed by reperfusion for 24 h. 7,8-DHF was administered intraperitoneally at a dose of 5 mg/kg immediately after ischemia. Our results showed that 7,8-DHF significantly reduced neurological deficit scores, infarct volumes, and neuronal apoptosis in brains of I/R rats. Meanwhile, 7,8-DHF also increased Bcl-2 expression, decreased expression of cleaved caspase-3, Bax and inducible nitric oxide synthase, and inhibited nuclear factor-kappaB activation in ischemic cortex. Finally, malondialdehyde and nitric oxide contents were reduced, but activities of glutathione, glutathione peroxidase and superoxide dismutase were restored in ischemic cortex treated with 7,8-DHF. Taken together, our findings demonstrated that 7,8-DHF is able to protect against cerebral I/R injury, which may be, at least in part, attributable to its anti-apoptotic, anti-oxidative and anti-inflammatory actions.",2014,Journal Article,J Mol Histol,B. Wang,"Department of Human Anatomy, Histology and Embryology, China Medical University, 92 Bei'er Road, Shenyang, 110001, Liaoning, People's Republic of China.",Excluded,0
8791d035-f1db-4f7f-a561-0e363659461c,Trans-sodium crocetinate improves outcomes in rodent models of occlusive and hemorrhagic stroke,"Trans-sodium crocetinate (TSC) is a novel carotenoid compound capable of enhancing the diffusion of small molecules in aqueous solutions. TSC improves the diffusion of oxygen and glucose, and increases oxygenation in ischemic brain tissue. TSC also dampens the intensity of an ischemic challenge during an ongoing ischemic event. The current study examined the impact of TSC in rat models of ischemic and hemorrhagic stroke. Rat three vessel occlusion (3VO), and combined 3VO and one vessel occlusion (3VO/1VO) models of ischemic stroke were evaluated for structural and behavioral outcomes. The effects of TSC were also tested in a rat model of intracerebral hemorrhage (ICH). Delayed treatment with TSC reduced infarct volume in a rodent model of transient focal ischemia involving either 2 or 6h of ischemia. Neurological outcomes, based on a multi-scale assessment and automated gait analysis, also were improved by TSC treatment. Additionally, TSC reduced edema and hemorrhagic volume in a rat model of ICH. An optimal therapeutic candidate for early intervention in ischemic stroke should be effective when administered on a delayed basis and should not aggravate outcomes associated with hemorrhagic stroke. The current findings demonstrate that delayed TSC treatment improves outcomes in experimental models of both ischemic and hemorrhagic stroke. Together, these findings suggest that TSC may be a safe and beneficial therapeutic modality for early stroke intervention, irrespective of the type of stroke involved.",2014,Journal Article,Brain Res,Y. Wang,"Department of Neuroscience, University of Virginia, Charlottesville, VA, USA.
Department of Neuroscience, University of Virginia, Charlottesville, VA, USA; Neuroscience Graduate Program, University of Virginia, Charlottesville, VA, USA.
Department of Neuroscience, University of Virginia, Charlottesville, VA, USA; Neuroscience Graduate Program, University of Virginia, Charlottesville, VA, USA; Department of Neurological Surgery, University of Virginia, Charlottesville, VA, USA. Electronic address: ksl3h@virginia.edu.",Excluded,0
87c3ef1d-6413-4df6-bc2d-04fd91c550fe,In vivo analysis of neuroinflammation in the late chronic phase after experimental stroke,"BACKGROUND AND PURPOSE: In vivo imaging of inflammatory processes is a valuable tool in stroke research. We here investigated the combination of two imaging modalities in the chronic phase after cerebral ischemia: magnetic resonance imaging (MRI) using intravenously applied ultra small supraparamagnetic iron oxide particles (USPIO), and positron emission tomography (PET) with the tracer [(11)C]PK11195. METHODS: Rats were subjected to permanent middle cerebral artery occlusion (pMCAO) by the macrosphere model and monitored by MRI and PET for 28 or 56 days, followed by immunohistochemical endpoint analysis. To our knowledge, this is the first study providing USPIO-MRI data in the chronic phase up to 8 weeks after stroke. RESULTS: Phagocytes with internalized USPIOs induced MRI-T2( *) signal alterations in the brain. Combined analysis with [(11)C]PK11195-PET allowed quantification of phagocytic activity and other neuroinflammatory processes. From 4 weeks after induction of ischemia, inflammation was dominated by phagocytes. Immunohistochemistry revealed colocalization of Iba1+ microglia with [(11)C]PK11195 and ED1/CD68 with USPIOs. USPIO-related iron was distinguished from alternatively deposited iron by assessing MRI before and after USPIO application. Tissue affected by non-phagocytic inflammation during the first week mostly remained in a viably vital but remodeled state after 4 or 8 weeks, while phagocytic activity was associated with severe injury and necrosis accordingly. CONCLUSIONS: We conclude that the combined approach of USPIO-MRI and [(11)C]PK11195-PET allows to observe post-stroke inflammatory processes in the living animal in an intraindividual and longitudinal fashion, predicting long-term tissue fate. The non-invasive imaging methods do not affect the immune system and have been applied to human subjects before. Translation into clinical applications is therefore feasible.",2015,Journal Article,Neuroscience,H. L. Walter,"Department of Neurology, University Hospital Cologne, Kerpener Strasse 62, 50937 Cologne, Germany; Max-Planck-Institute for Neurological Research, Gleueler Strasse 50, 50931 Cologne, Germany. Electronic address: helene.walter@uk-koeln.de.
Department of Neurology, University Hospital Cologne, Kerpener Strasse 62, 50937 Cologne, Germany.
Department of Neurology, University Hospital Cologne, Kerpener Strasse 62, 50937 Cologne, Germany; Max-Planck-Institute for Neurological Research, Gleueler Strasse 50, 50931 Cologne, Germany.
Max-Planck-Institute for Neurological Research, Gleueler Strasse 50, 50931 Cologne, Germany.
Max-Planck-Institute for Neurological Research, Gleueler Strasse 50, 50931 Cologne, Germany; Department of Radiology, Leiden University Medical Center, Einthovenweg 20, 2333 ZC Leiden, Netherlands.
Department of Neurology, University Hospital Cologne, Kerpener Strasse 62, 50937 Cologne, Germany; Institute of Neuroscience and Medicine (INM-3), Cognitive Neuroscience, Research Centre Julich, 52425 Julich, Germany.",Excluded,0
8915dd62-878e-473e-8777-c5b23b8ba9fd,Constriction and dysfunction of pial arterioles after regional hemorrhage in the subarachnoid space,"Increasing evidence indicates that poor outcomes after brain hemorrhage, especially after subarachnoid hemorrhage (SAH), can be attributed largely to dysfunction of the cerebral microcirculation. However, the cause of this dysfunction remains unclear. Here, we investigated changes in the cerebral microcirculation after regional hemorrhage in the subarachnoid space using the closed cranial window technique in mice. A single pial arteriole on the surface of the brain was punctured to induce a regional hemorrhage in the subarachnoid space. Physiological parameters were monitored during the procedure, and microvessel diameter was measured after hemorrhage. The vasoreactivity of the arterioles in response to hypercapnia as well as to topical application of the vasodilator acetylcholine (ACh) and S-nitroso-N-acetyl-penicillamine (SNAP) were assessed. The constriction of pial arterioles was detected without changes in other physiological parameters. Decreased reactivity of pial arterioles to all of the applied vasodilatory stimuli was observed after hemorrhage. Our results indicate that regional hemorrhage in the subarachnoid space can induce the vasospasm of microvessels and also reduce the vasoreactivity of pial arterioles.",2015,Journal Article,Brain Res,C. X. Wang,"Department of Neurosurgery, Jinling Hospital, School of Medicine, Nanjing University, Nanjing 210002, Jiangsu Province, China.
Department of Neurosurgery, Jinling Hospital, School of Medicine, Nanjing University, Nanjing 210002, Jiangsu Province, China. Electronic address: mengliangzhou@yahoo.com.",Excluded,0
89203aa8-3e09-47dd-a01f-4fb92a2a1093,Clinical implications,,2014,Journal Article,Hypertension,"""",Excluded,,0
89bfb0c0-5f9d-4875-b908-c7c140217241,"Neuroprotection by acetyl-11-keto-beta-Boswellic acid, in ischemic brain injury involves the Nrf2/HO-1 defense pathway","Stroke is a complex disease involved oxidative stress-related pathways in its pathogenesis. The nuclear factor erythroid-2-related factor 2 (Nrf2)/heme oxygenase-1 (HO-1) pathway has been considered a potential target for neuroprotection in stroke. Acetyl-11-Keto-beta-Boswellic Acid (AKBA) is an active triterpenoid compound from the extract of Boswellia serrate. The present study was to determine whether AKBA, a novel Nrf2 activator, can protect against cerebral ischemic injury. The stroke model was produced in Sprague-Dawley rats via middle cerebral artery occlusion. To model ischemia-like conditions in vitro, primary cultured cortical neurons were exposed to transient oxygen and glucose deprivation (OGD). Treatment of AKBA significantly reduced infarct volumes and apoptotic cells, and also increased neurologic scores by elevating the Nrf2 and HO-1 expression in brain tissues in middle cerebral artery occlusion (MCAO) rats at 48 hours post reperfusion. In primary cultured neurons, AKBA increased the Nrf2 and HO-1 expression, which provided protection against OGD-induced oxidative insult. Additionally, AKBA treatment increased Nrf2 binding activity to antioxidant-response elements (ARE). The protective effect of AKBA was attenuated by knockdown of Nrf2 or HO-1. In conclusion, these findings provide evidence that AKBA protects neurons against ischemic injury, and this neuroprotective effect involves the Nrf2/HO-1 pathway.",2014,Journal Article,Sci Rep,Y. Ding,"Department of Pharmacy, Xijing Hospital, Fourth Military Medical University.
Department of Pharmacology, School of Pharmacy, Fourth Military Medical University.
Department of Pharmacology, Chungnam National University.",Excluded,0
8a208b79-d8d8-4d41-8bb3-06897818e2db,Does acute behavioral testing reflect successful ischemia in rats with transient middle cerebral artery occlusion?,"BACKGROUND: Models of intraluminal middle cerebral artery occlusion present an intrinsic variability in infarct size. Behavioral evaluation is frequently performed during arterial occlusion to confirm success of surgery. AIMS AND/OR HYPOTHESIS: We compared the value of behavioral testing and multimodal magnetic resonance imaging performed during arterial occlusion for identifying successfully operated animals. METHODS: Rats were tested with behavioral assessment (using three scoring scales and the adhesive removal test) and multimodal magnetic resonance imaging (including magnetic resonance angiography, diffusion-weighted and perfusion-weighted imaging), both performed during the two-hours of middle cerebral artery occlusion using the intraluminal suture model. Behavioral assessment was repeated 24 h after reperfusion, followed by sacrifice. RESULTS: Acute apparent diffusion coefficient lesion volume was correlated with both 2,3,5-triphenyl tetrazolium chloride infarct size (r = 0.75, P = 0.02) and behavioral status (r = 0.66, P = 0.05) on day one. Conversely, no correlation was found between acute behavioral examination and day one outcomes (2,3,5-triphenyl tetrazolium chloride infarct volume, r = 0.40, P = 0.28; behavioral examination, r = 0.39, P = 0.30). Day zero apparent diffusion coefficient volumes (P = 0.04), but not behavioral assessment (P = 0.60), discriminated animals with day one corticostriatal infarcts from these with subcortical infarcts. CONCLUSIONS: Acute behavioral testing performed during arterial occlusion fails to identify successfully operated animals. Acute diffusion magnetic resonance imaging may be more appropriate to assess and reduce infarct size variability in this model.",2012,Journal Article,Int J Stroke,F. Chauveau,"Universite de Lyon, CREATIS, CNRS UMR5220, Inserm U1044, INSA-Lyon, Universite Lyon 1, France.",Excluded,0
8ab4c904-82e3-4778-83c4-978efa6e3c78,A novel haemodynamic cerebral aneurysm model of rats with normal blood pressure,"Cerebral aneurysms of traditional animal models are usually too small to be imaged in vivo. A novel rat model induced by ligation of the unilateral common carotid artery and contralateral pterygopalatine and external carotid arteries was investigated. To evaluate the morphological changes of the cerebral arteries, synchrotron radiation angiography was utilised at 1 month, 2 months and 3 months after induction. Cerebral aneurysms and expansion of anterior cerebral arteries in these rats were identified when the animals were alive. This novel model is useful for cerebral aneurysm research.",2012,Journal Article,J Clin Neurosci,J. Cai,"Department of Neurosurgery, Shanghai Tenth People's Hospital, Tongji University School of Medicine, 301 Middle Yanchang Road, Shanghai, China.",Excluded,0
8ac75451-ac5f-4be6-8e43-6b648062f3dd,Results of a preclinical randomized controlled multicenter trial (pRCT): Anti-CD49d treatment for acute brain ischemia,"Numerous treatments have been reported to provide a beneficial outcome in experimental animal stroke models; however, these treatments (with the exception of tissue plasminogen activator) have failed in clinical trials. To improve the translation of treatment efficacy from bench to bedside, we have performed a preclinical randomized controlled multicenter trial (pRCT) to test a potential stroke therapy under circumstances closer to the design and rigor of a clinical randomized control trial. Anti-CD49d antibodies, which inhibit the migration of leukocytes into the brain, were previously investigated in experimental stroke models by individual laboratories. Despite the conflicting results from four positive and one inconclusive preclinical studies, a clinical trial was initiated. To confirm the preclinical results and to test the feasibility of conducting a pRCT, six independent European research centers investigated the efficacy of anti-CD49d antibodies in two distinct mouse models of stroke in a centrally coordinated, randomized, and blinded approach. The results pooled from all research centers revealed that treatment with CD49d-specific antibodies significantly reduced both leukocyte invasion and infarct volume after the permanent distal occlusion of the middle cerebral artery, which causes a small cortical infarction. In contrast, anti-CD49d treatment did not reduce lesion size or affect leukocyte invasion after transient proximal occlusion of the middle cerebral artery, which induces large lesions. These results suggest that the benefits of immune-targeted approaches may depend on infarct severity and localization. This study supports the feasibility of performing pRCTs.",2015,Journal Article,Sci Transl Med,G. Llovera,"Institute for Stroke and Dementia Research, Klinikum der Universitat Munchen, Feodor-Lynen-Strasse 17, 81377 Munich, Germany. Munich Cluster for Systems Neurology (SyNergy), 81377 Munich, Germany.
Department of Brain Ischemia and Neurodegeneration, Institut d'Investigacions Biomediques de Barcelona (IIBB), Consejo Superior de Investigaciones Cientificas (CSIC), 08036 Barcelona, Spain. Area de Neurociencies, Institut d'Investigacions Biomediques August Pi i Sunyer (IDIBAPS), 08036 Barcelona, Spain.
Neuroscience Department, IRCCS-Istituto di Ricerche Farmacologiche Mario Negri, 20156 Milan, Italy.
Department of Experimental Neurology and Center for Stroke Research Berlin (CSB), Charite-Universitatsmedizin Berlin; German Center for Neurodegenerative Diseases (DZNE) and German Center for Cardiovascular Diseases (DZHK), Berlin sites; Excellence Cluster NeuroCure, 10117 Berlin, Germany.
INSERM, UMR-S U919, Universite de Caen Basse-Normandie, team Serine Proteases and Pathophysiology of the neurovascular Unit, GIP Cyceron, F-14074 Caen Cedex, France.
Experimental Stroke Research Platform (ESRP), IBiSA platform, Centre Universitaire de Ressources Biologiques (CURB), Universite de Caen Basse-Normandie, F-14074 Caen Cedex, France.
INSERM, UMR-S U919, Universite de Caen Basse-Normandie, team Serine Proteases and Pathophysiology of the neurovascular Unit, GIP Cyceron, F-14074 Caen Cedex, France. Experimental Stroke Research Platform (ESRP), IBiSA platform, Centre Universitaire de Ressources Biologiques (CURB), Universite de Caen Basse-Normandie, F-14074 Caen Cedex, France.
Department of Biostatistics and Clinical Epidemiology, Charite-Universitatsmedizin Berlin, 12203 Berlin, Germany.
Institute for Stroke and Dementia Research, Klinikum der Universitat Munchen, Feodor-Lynen-Strasse 17, 81377 Munich, Germany. Munich Cluster for Systems Neurology (SyNergy), 81377 Munich, Germany. arthur.liesz@med.uni-muenchen.de.",Excluded,0
8ad1e2ba-c94c-42b6-b165-49a9dddd4b47,Stress-responsive heme oxygenase-1 isoenzyme participates in Toll-like receptor 4-induced inflammation during brain ischemia,"Toll-like receptors (TLRs) are involved in the progression of ischemic brain injury and hence vascular dementia; however, the underlying mechanisms are largely unknown. Here, we have investigated the interrelationship between stress-responsive heme oxygenase (HO)-1 isoenzyme and TLR4 during chronic brain hypoperfusion. The right unilateral common carotid artery occlusion was performed by ligation of the right common carotid artery in C57BL/6J mice. The brain cortex or hippocampus was removed for western blotting and confocal immunofluorescence analysis. The link between HO-1 and TLR4 was further examined by silencing TLR4 and pharmacological inhibition of HO-1 in primary cultured cortical neurons. Cognitive dysfunction and decrease in cerebral blood flow in mice were observed 4 weeks after the occlusion. Our data further show that common carotid artery occlusion induced an increase in TLR4 and HO-1 protein levels. Although the administration of CoPP (10 mg/kg), HO-1 agonist, improved the cognitive dysfunction in a mice model of occlusion, western blot analysis in primary cultured cortical neurons showed that HO-1 was upregulated after lipopolysaccharide treatment; this was partially abolished by the TLR4 siRNA interference. The flow cytometry analysis showed that pharmacological inhibition of HO-1 by ZnPP (100 muM) further exaggerated lipopolysaccharide-induced neuronal cell death. Hence, stress-responsive HO-1 isoenzyme participates in TLR4-induced inflammation during chronic brain ischemia. The pharmacological manipulation of TLR4 or the HO-1 antioxidant defense pathway may represent a novel treatment strategy for neuronal protection in vascular dementia.",2016,Journal Article,Neuroreport,R. Wang,"aSchool of Medicine, Zhejiang University City College bInstitute of Pharmacology and Toxicology, College of Pharmaceutical Sciences, Zhejiang University cDepartment of Pharmacy, First Affiliated Hospital of Zhejiang University, School of Medicine dDepartment of Neurology, Second Affiliated Hospital of Zhejiang University, School of Medicine, Hangzhou, Zhejiang, China eDepartment of Pharmacology, Graduate School of Pharmaceutical Sciences, Tohoku University, Sendai, Japan.",Excluded,0
8b9d4e7d-1cf2-45d6-b3dd-06d080915070,Inhibition of brain swelling after ischemia-reperfusion by beta-adrenergic antagonists: correlation with increased K+ and decreased Ca2+ concentrations in extracellular fluid,"Infarct size and brain edema following ischemia/reperfusion are reduced by inhibitors of the Na+, K+, 2Cl-, and water cotransporter NKCC1 and by beta1-adrenoceptor antagonists. NKCC1 is a secondary active transporter, mainly localized in astrocytes, driven by transmembrane Na+/K+ gradients generated by the Na+,K+-ATPase. The astrocytic Na+,K+-ATPase is stimulated by small increases in extracellular K+ concentration and by the beta-adrenergic agonist isoproterenol. Larger K+ increases, as occurring during ischemia, also stimulate NKCC1, creating cell swelling. This study showed no edema after 3 hr medial cerebral artery occlusion but pronounced edema after 8 hr reperfusion. The edema was abolished by inhibitors of specifically beta1-adrenergic pathways, indicating failure of K+-mediated, but not beta1-adrenoceptor-mediated, stimulation of Na+,K+-ATPase/NKCC1 transport during reoxygenation. Ninety percent reduction of extracellular Ca2+ concentration occurs in ischemia. Ca2+ omission abolished K+ uptake in normoxic cultures of astrocytes after addition of 5 mM KCl. A large decrease in ouabain potency on K+ uptake in cultured astrocytes was also demonstrated in Ca2+-depleted media, and endogenous ouabains are needed for astrocytic K+ uptake. Thus, among the ionic changes induced by ischemia, the decrease in extracellular Ca2+ causes failure of the high-K+-stimulated Na+,K+-ATPase/NKCC1 ion/water uptake, making beta1-adrenergic activation the only stimulus and its inhibition effective against edema.",2014,Journal Article,Biomed Res Int,D. Song,"Laboratory of Brain Metabolic Diseases, Institute of Metabolic Disease Research and Drug Development China Medical University, No. 92 Beier Road, Heping District, Shenyang 110001, China.
Laboratory of Brain Metabolic Diseases, Institute of Metabolic Disease Research and Drug Development China Medical University, No. 92 Beier Road, Heping District, Shenyang 110001, China ; Departments of Psychiatry and Pharmacology, University of Saskatchewan, Saskatoon, SK, Canada.
Departments of Psychiatry and Pharmacology, University of Saskatchewan, Saskatoon, SK, Canada.",Excluded,0
8bcb4f49-9ee7-4618-96b8-a11d6300f1df,Amyloid-beta contributes to blood-brain barrier leakage in transgenic human amyloid precursor protein mice and in humans with cerebral amyloid angiopathy,"BACKGROUND AND PURPOSE: Cerebral amyloid angiopathy (CAA) is a degenerative disorder characterized by amyloid-beta (Abeta) deposition in the blood-brain barrier (BBB). CAA contributes to injuries of the neurovasculature including lobar hemorrhages, cortical microbleeds, ischemia, and superficial hemosiderosis. We postulate that CAA pathology is partially due to Abeta compromising the BBB. METHODS: We characterized 19 patients with acute stroke with ""probable CAA"" for neurovascular pathology based on MRI and clinical findings. Also, we studied the effect of Abeta on the expression of tight junction proteins and matrix metalloproteases (MMPs) in isolated rat brain microvessels. RESULTS: Two of 19 patients with CAA had asymptomatic BBB leakage and posterior reversible encephalopathic syndrome indicating increased BBB permeability. In addition to white matter changes, diffusion abnormality suggesting lacunar ischemia was found in 4 of 19 patients with CAA; superficial hemosiderosis was observed in 7 of 9 patients. Abeta(40) decreased expression of the tight junction proteins claudin-1 and claudin-5 and increased expression of MMP-2 and MMP-9. Analysis of brain microvessels from transgenic mice overexpressing human amyloid precursor protein revealed the same expression pattern for tight junction and MMP proteins. Consistent with reduced tight junction and increased MMP expression and activity, permeability was increased in brain microvessels from human amyloid precursor protein mice compared with microvessels from wild-type controls. CONCLUSIONS: Our findings indicate that Abeta contributes to changes in brain microvessel tight junction and MMP expression, which compromises BBB integrity. We conclude that Abeta causes BBB leakage and that assessing BBB permeability could potentially help characterize CAA progression and be a surrogate marker for treatment response.",2012,Journal Article,Stroke,A. M. Hartz,"Department of Pharmaceutical Sciences, College of Pharmacy, University of Minnesota, Minneapolis, MN, USA.",Excluded,0
8c1c200b-693c-4ff0-816a-594c2bcecff5,A dense poly(ethylene glycol) coating improves penetration of large polymeric nanoparticles within brain tissue,"Prevailing opinion suggests that only substances up to 64 nm in diameter can move at appreciable rates through the brain extracellular space (ECS). This size range is large enough to allow diffusion of signaling molecules, nutrients, and metabolic waste products, but too small to allow efficient penetration of most particulate drug delivery systems and viruses carrying therapeutic genes, thereby limiting effectiveness of many potential therapies. We analyzed the movements of nanoparticles of various diameters and surface coatings within fresh human and rat brain tissue ex vivo and mouse brain in vivo. Nanoparticles as large as 114 nm in diameter diffused within the human and rat brain, but only if they were densely coated with poly(ethylene glycol) (PEG). Using these minimally adhesive PEG-coated particles, we estimated that human brain tissue ECS has some pores larger than 200 nm and that more than one-quarter of all pores are >/= 100 nm. These findings were confirmed in vivo in mice, where 40- and 100-nm, but not 200-nm, nanoparticles spread rapidly within brain tissue, only if densely coated with PEG. Similar results were observed in rat brain tissue with paclitaxel-loaded biodegradable nanoparticles of similar size (85 nm) and surface properties. The ability to achieve brain penetration with larger nanoparticles is expected to allow more uniform, longer-lasting, and effective delivery of drugs within the brain, and may find use in the treatment of brain tumors, stroke, neuroinflammation, and other brain diseases where the blood-brain barrier is compromised or where local delivery strategies are feasible.",2012,Journal Article,Sci Transl Med,E. A. Nance,"Center for Nanomedicine at the Wilmer Eye Institute, Johns Hopkins University School of Medicine, Baltimore, MD 21231, USA.",Excluded,0
8c4a3e00-a412-4fda-944f-e90eff446e74,Durable thrombosis in a rat model of arteriovenous malformation treated with radiosurgery and vascular targeting,"OBJECT: Radiosurgical treatment of brain arteriovenous malformations (AVMs) has the significant shortcomings of being limited to lesions smaller than 3 cm in diameter and of a latency-to-cure time of up to 3 years. A possible method of overcoming these limitations is stimulation of thrombosis by using vascular targeting. Using an animal model of AVM, the authors examined the durability of the thrombosis induced by the vascular-targeting agents lipopolysaccharide and soluble tissue factor conjugate (LPS/sTF). METHODS: Stereotactic radiosurgery or sham radiation was administered to 32 male Sprague-Dawley rats serving as an animal model of AVM; 24 hours after this intervention, the rats received an intravenous injection of LPS/sTF or normal saline. The animals were killed at 1, 7, 30, or 90 days after treatment. Immediately beforehand, angiography was performed, and model AVM tissue was harvested for histological analysis to assess rates of vessel thrombosis. RESULTS: Among rats that received radiosurgery and LPS/sTF, induced thrombosis occurred in 58% of small AVM vessels; among those that received radiosurgery and saline, thrombosis occurred in 12% of small AVM vessels (diameter < 200 mum); and among those that received LPS/sTF but no radiosurgery, thrombosis occurred at an intermediate rate of 43%. No systemic toxicity or intravascular thrombosis remote from the target region was detected in any of the animals. CONCLUSIONS: Vascular targeting can increase intravascular thrombosis after radiosurgery, and the vessel occlusion is durable. Further work is needed to refine this approach to AVM treatment, which shows promise as a way to overcome the limitations of radiosurgery.",2014,Journal Article,J Neurosurg,R. Reddy,Prince of Wales Medical Research Institute;,Excluded,0
8cd3313c-a637-49e4-9dc5-95d95251203a,Use of indocyanine green for optical analysis of cortical infarcts in photothrombotic ischemic brains,"BACKGROUND: Currently used techniques for diagnosing ischemic injury, such as magnetic resonance imaging and computed tomography, are not easily accessible for basic research using small animals due to their high cost and low availability. NEW METHOD: We investigated the dynamic recovery of infarct regions in ischemia-injured brains using indocyanine green (ICG), which is inexpensive and readily available. This dye was used to visualize blood vessels and infarct area, and to measure blood flow after a photothrombotic ischemic operation (PIO). Mice were injected with ICG via the tail vein, and a time-series of fluorescence signal images was acquired before and after PIO. We then applied color codes to arteries and veins in the images and analyzed ICG intensity and dynamics. RESULTS: These time-series stacked images showed changes in pial vessel morphology after PIO. Further, a map of maximum fluorescence intensity showed an infarct in the dorsal cortical region. Changes in the blood flow index and mean transit time were also observed in the infarct region after PIO. COMPARISON WITH EXISTING METHOD(S): Our application of ICG imaging provided a range of information on PIO-induced infarcts in mice with relative ease and in a cost-effective manner. CONCLUSION: Our results show that optical imaging using ICG combined with a time-series analysis of molecular dynamics can be a useful tool for the anatomical and physiological monitoring of cortical ischemia.",2015,Journal Article,J Neurosci Methods,H. M. Kang,"Department of Anatomy and Neurobiology, Biomedical Science Institute, School of Medicine, Kyung Hee University, No. 1 Hoeki-dong, Dongdaemun-gu, Seoul, Republic of Korea.
Department of Anatomy and Neurobiology, Biomedical Science Institute, School of Medicine, Kyung Hee University, No. 1 Hoeki-dong, Dongdaemun-gu, Seoul, Republic of Korea. Electronic address: psychan@khu.ac.kr.",Excluded,0
